VXYLEM_mm,DISPERSIVITY_mm,LAT_DEG,ESLOPE_DEG,ASPECT_DEG,ALB,ALBSN,C1,C2,C3,WNDRAT,FETCH,Z0W,ZW,MAXLAI,DENSEF_baseline_,SAI_baseline_,AGE_baseline_yrs,HEIGHT_baseline_m,LWIDTH,Z0G,Z0S,LPC,CZS,CZR,HS,HR,ZMINH,RHOTP,NN,FRINTLAI,FSINTLAI,FRINTSAI,FSINTSAI,CINTRL,CINTRS,CINTSL,CINTSS,RSTEMP,MELFAC,CCFAC,LAIMLT,SAIMLT,GRDMLT,MAXLQF,KSNVP,SNODEN,GLMAX,GLMIN,CR,RM,R5,CVPD,TL,T1,T2,TH,MXKPL,MXRTLN,INITRLEN,INITRDEP,RGRORATE,RGROPER,FXYLEM,PSICR,RTRAD,NOOUTF,CAPACITANCE,STORAGEK,VSTORAGE,IDEPTH_m,QDEPTH_m,RSSA,RSSB,INFEXP,BYPAR,QFPAR,QFFC,IMPERV,DSLOPE,LENGTH_SLOPE,DRAIN,GSC,GSP
20.0,40.0,47.0,0.0,0.0,0.2,0.5,0.25,0.5,0.2,0.3,5000.0,0.005,2.0,3.0,1.0,1.0,100.0,25.0,0.1,0.00325,0.001,4.0,0.13,0.05,1.0,10.0,2.0,2.0,2.5,0.06,0.04,0.06,0.04,0.15,0.15,0.6,0.6,-0.5,1.5,0.3,0.2,0.5,0.35,0.05,0.3,0.3,0.00868,0.0003,0.5,1000.0,287.0,2.0,0.0,10.0,30.0,40.0,15.64,3000.0,12.0,0.25,0.03,30.0,0.5,-1.03942,0.35,1,1.0,0.0,1.0,0.4,0.0,795.29579,1.0,0.45,0,1.0,0.0,0.0,0.0,200.0,0.51,0.0,0.0
